TestId,Date,Time,Athlete Code,Type,Excluded,Tags,System Weight,Jump Height,Jump Momentum,Countermovement Depth,Braking RFD,Stiffness,Force at Min Displacement,Relative Force at Min Displacement,Avg. Braking Force,Avg. Relative Braking Force,Peak Braking Force,Peak Relative Braking Force,Avg. Propulsive Force,Avg. Relative Propulsive Force,Peak Propulsive Force,Peak Relative Propulsive Force,Unweighting Phase,Unweighting Phase %,Braking Phase,Braking Phase %,Propulsive Phase,Propulsive Phase %,Flight Time,Time To Takeoff,Braking Net Impulse,Propulsive Net Impulse,Positive Impulse,Positive Net Impulse,Impulse Ratio,Avg. Braking Velocity,Peak Braking Velocity,Avg. Propulsive Velocity,Takeoff Velocity,Peak Velocity,Avg. Braking Power,Avg. Relative Braking Power,Peak Braking Power,Peak Relative Braking Power,Avg. Propulsive Power,Avg. Relative Propulsive Power,Peak Relative Propulsive Power,Peak Propulsive Power,L|R Peak Braking Force,Left Force at Peak Braking Force,Right Force at Peak Braking Force,L|R Avg. Braking Force,Left Avg. Braking Force,Right Avg. Braking Force,L|R Peak Propulsive Force,Left Force at Peak Propulsive Force,Right Force at Peak Propulsive Force,L|R Avg. Propulsive Force,Left Avg. Propulsive Force,Right Avg. Propulsive Force,L|R Avg. Braking RFD,Left Avg. Braking RFD,Right Avg. Braking RFD,L|R Braking Impulse Index,L|R Propulsive Impulse Index,Time to Stabilization,Landing Stiffness,Peak Landing Force,Avg. Landing Force,Relative Peak Landing Force,L|R Peak Landing Force,Left Force at Peak Landing Force,Right Force at Peak Landing Force,L|R Avg. Landing Force,Left Avg. Landing Force,Right Avg. Landing Force,L|R Landing Impulse Index,RSI,mRSI,Braking Impulse,Relative Braking Impulse,Relative Braking Net Impulse,Propulsive Impulse,Relative Propulsive Impulse,Relative Propulsive Net Impulse
IXzT7mZ4z4LoRyLpt05Q,10/4/2023,18:31:31,VB007,Countermovement Jump,,,652.916,0.3389,171.6193,-0.3224,3520.6186,-4150.6259,1338,204.9268,1107.6804,169.6513,1338,204.9268,1241.9555,190.2167,1487,227.7475,0.253,34.2355,0.194,26.2517,0.292,39.5129,0.531,0.739,87.8778,172.6555,577.8505,260.5333,1.9647,-0.8133,-1.3265,1.4442,2.5786,2.6959,-832.8178,-12.513,-1170.0243,-17.5795,1703.5409,25.5955,51.6462,3437.3729,-2.9895,649,689,-5.7173,522.1753,585.5052,-2.6227,724,763,-3.1559,601.3801,640.5753,20.937,2128.866,1391.7526,-10.8924,-6.1142,1090,-4235.707,2133,812.7477,326.6883,-48.0544,554,1579,-5.6877,383.2606,429.4872,-10.7715,0.7185,0.4586,214.5435,3.2235,1.3204,363.307,5.4587,2.5941
O2lHnsSU8n7vQTwQdRPg,10/2/2023,18:33:29,VB007,Countermovement Jump,,,647.432,0.3527,173.623,-0.3324,3115.942,-3890.102,1293,199.7121,1074.8454,166.0167,1294,199.8665,1213.9902,187.5085,1502,231.9935,0.254,33.0729,0.207,26.9531,0.307,39.974,0.546,0.768,88.1481,174.5644,595.4925,262.7125,1.9804,-0.823,-1.3406,1.4119,2.6308,2.7403,-819.3432,-12.4148,-1166.3981,-17.6735,1660.6783,25.1629,53.4024,3524.4072,-4.3277,619,675,-6.2577,503.7923,571.0531,-1.0652,743,759,-4.0685,582.2997,631.6906,10.3876,1719.8068,1396.1353,-11.8214,-7.8081,N/A,-4327.3554,2450,861.4517,378.4181,-1.1429,1211,1239,-0.9712,426.5425,434.9092,N/A,0.7109,0.4593,222.1665,3.3663,1.3356,373.326,5.6567,2.645
1kpXqoi37oOke6fiJfO3,10/2/2023,18:33:22,VB007,Countermovement Jump,,,649.159,0.3377,170.3347,-0.3322,2614.4068,-3810.8657,1266,195.0216,987.7119,152.1525,1266,195.0216,1210.4013,186.4568,1477,227.5252,0.261,32.5843,0.236,29.4632,0.304,37.9526,0.541,0.801,79.5875,171.2377,601.371,250.8251,2.1516,-0.7906,-1.2069,1.4028,2.5741,2.6846,-717.4171,-10.8415,-937.7852,-14.1717,1634.4551,24.6997,51.5126,3408.7506,-2.6856,616,650,-6.9507,459.5297,528.1822,-0.6093,734,743,0.2017,606.4211,603.9803,18.6386,1550.8475,1063.5593,-13.0569,0.3899,N/A,-3893.2202,2428,788.145,374.0224,-7.0016,1129,1299,-6.4022,368.843,419.302,N/A,0.6754,0.4216,232.789,3.5179,1.2027,368.582,5.57,2.5877
rQbghp21vZ7hjgK0FKp4,9/18/2023,18:33:50,VB007,Countermovement Jump,,,638.272,0.3503,170.5596,-0.3492,3097.2222,-3751.6122,1310,205.2417,1023.6898,160.3846,1310,205.2417,1175.2862,184.1356,1409,220.7523,0.267,33.3333,0.216,26.9663,0.318,39.7004,0.537,0.801,82.9127,171.4115,595.1615,254.3243,2.0674,-0.8281,-1.278,1.4679,2.6214,2.7463,-774.5254,-11.9042,-1019.9364,-15.676,1642.4862,25.2444,51.213,3332.0908,-7.9389,603,707,-9.7672,461.8519,561.838,-3.4776,680,729,-4.383,561.8868,613.3994,7.6233,1666.6667,1430.5556,-17.8402,-8.4037,N/A,-4605.6997,2479,833.4779,388.3924,-19.4837,998,1481,-4.7121,397.1018,436.3761,N/A,0.6704,0.4373,220.7795,3.3933,1.2743,374.382,5.7541,2.6345
BOcSI1K5edIt74UwSgWR,9/18/2023,18:33:43,VB007,Countermovement Jump,,,638.858,0.3507,170.8318,-0.3504,3304.3478,-3773.0039,1322,206.9317,1056.6425,165.3955,1324,207.2448,1181.0696,184.872,1461,228.6893,0.276,34.5432,0.207,25.9074,0.316,39.5494,0.544,0.799,86.1359,171.9869,592.2455,258.1228,1.9967,-0.8546,-1.331,1.454,2.6232,2.7496,-824.6103,-12.6623,-1095.5198,-16.8223,1640.5174,25.191,53.1338,3460.2371,-7.855,610,714,-8.3781,484.058,572.5845,-2.8063,710,751,-5.2034,559.807,621.2627,4.9708,1734.2995,1570.0483,-15.4963,-9.8927,N/A,-4686.7523,2203,794.0394,344.8341,-10.1226,990,1213,-8.2032,364.4514,429.5881,N/A,0.6809,0.439,218.3795,3.3533,1.3227,373.866,5.7409,2.6409
SVbx4gUSJ1gwobZemYyC,10/9/2023,18:26:17,VB008,Countermovement Jump,,,665.351,0.3274,171.9016,-0.2214,10033.3333,-8444.8949,1870,281.0547,1370.8417,206.0329,1872,281.3553,1491.8373,224.2181,1873,281.5056,0.24,42.1793,0.12,21.0896,0.209,36.7311,0.523,0.569,84.0514,173.6546,476.6065,257.706,2.0661,-0.8294,-1.2558,1.6025,2.5345,2.6418,-997.4794,-14.7069,-1362.0852,-20.0827,2112.4285,31.1459,52.3343,3549.5094,5.1282,984,888,7.1823,734.65,636.1917,4.7517,981,892,1.8961,760.0622,731.7751,-1.8272,4925,5108.3333,13.4596,3.7467,N/A,-6126.3012,2983,816.1345,448.3348,5.7325,1577,1406,13.6779,463.8824,352.2521,N/A,0.9192,0.5754,163.8935,2.4165,1.2393,312.713,4.6107,2.5604
w0kDTQVA779dmqIVGRly,10/9/2023,18:26:02,VB008,Countermovement Jump,,,665.373,0.3141,168.3837,-0.239,8701.6129,-7314.8081,1748,262.7098,1341.7258,201.6502,1748,262.7098,1425.3198,214.2137,1748,262.7098,0.28,44.7284,0.124,19.8083,0.222,35.4633,0.501,0.626,83.3222,169.5687,483.11,252.8909,2.0351,-0.7899,-1.2365,1.5533,2.4826,2.6005,-943.746,-13.9142,-1293.8543,-19.0761,1978.6273,29.1721,50.407,3418.9072,4.9199,917,831,5.8687,710.2339,631.4919,4.8055,916,832,1.6734,724.5856,700.7342,4.7266,4556.4516,4145.1613,11.0948,3.3168,910,-6222.304,2018,850.3802,303.2885,7.8295,1088,930,5.9283,450.3967,399.9835,11.1824,0.8003,0.5018,165.8285,2.4449,1.2285,317.2815,4.6779,2.5001
MCduHfwkAcs4azWQ1ICM,10/4/2023,18:27:05,VB008,Countermovement Jump,,,674.134,0.3038,167.763,-0.1982,11256.8807,-9620.0437,1907,282.8814,1394.6422,206.8791,1907,282.8814,1540.2165,228.4733,1950,289.26,0.263,46.4664,0.109,19.258,0.194,34.2756,0.499,0.566,77.9154,168.961,451.139,246.8764,2.1685,-0.7437,-1.1418,1.5868,2.4413,2.5605,-912.3074,-13.2759,-1230.6741,-17.9088,2129.4109,30.9872,51.2386,3521.0661,5.0865,1002,905,9.8555,766.0459,628.5963,3.4872,1009,941,1.749,783.5773,756.6392,-0.5705,5596.3303,5660.5505,18.0118,3.4665,810,-8266.4848,2335,883.7654,346.3703,-6.4668,1092,1243,12.233,495.9383,387.8272,21.7956,0.8816,0.5367,151.396,2.2031,1.1338,299.743,4.3619,2.4587
4jV3yAu69wxrKNDEba7j,10/4/2023,18:26:56,VB008,Countermovement Jump,,,675.144,0.2838,162.3971,-0.1908,11205.6075,-9875.6055,1884,279.0516,1358.4299,201.206,1879,278.311,1543.8777,228.6738,1945,288.0867,0.264,47.2272,0.107,19.1413,0.188,33.6315,0.479,0.559,72.5061,164.2474,435.921,236.7535,2.2653,-0.7048,-1.071,1.54,2.3597,2.487,-844.6867,-12.2735,-1131.18,-16.4363,2062.9892,29.9757,50.8,3496.1611,6.1203,997,882,7.938,733.1308,625.2991,4.1645,1013,932,1.6858,784.9521,758.9255,7.256,6009.3458,5196.2617,14.7114,3.3528,1020,-7764.9386,2064,832.8824,305.7126,-4.2636,988,1076,8.9126,453.5569,379.3255,16.3573,0.8569,0.5077,144.7465,2.1032,1.0535,291.1745,4.2308,2.3866
Et0H4RP41DQ28l0GntN4,10/2/2023,18:29:52,VB008,Countermovement Jump,,,664.484,0.3411,175.2218,-0.2257,9974.7899,-8191.7895,1849,278.261,1357.1681,204.2439,1847,277.96,1504.9809,226.4887,1852,278.7125,0.255,43.7393,0.119,20.4117,0.209,35.8491,0.528,0.583,81.8309,176.5723,476.354,258.4032,2.1578,-0.7956,-1.2187,1.6237,2.5869,2.6906,-951.3634,-14.0453,-1289.9222,-19.0436,2167.289,31.9964,53.8628,3648.4175,6.876,987,860,11.4085,756,601.1681,6.8035,989,863,3.2686,777.0861,727.8947,-1.0952,4932.7731,5042.0168,20.5543,6.3569,1070,-6969.474,2511,832.5486,377.8872,12.4652,1412,1099,10.8637,461.4972,371.0514,19.5962,0.9057,0.585,160.9045,2.3755,1.2081,315.4495,4.6571,2.6068
YgQapfcj9qr8qpna0vui,10/2/2023,18:29:43,VB008,Countermovement Jump,,,665.88,0.3237,171.0531,-0.2184,10830.3571,-8639.7698,1887,283.3844,1386.4196,208.2086,1885,283.084,1535.9137,230.6592,1899,285.1865,0.273,46.9072,0.112,19.244,0.197,33.8488,0.509,0.582,80.0874,172.3251,458.1695,252.4126,2.1517,-0.7711,-1.1891,1.5932,2.52,2.6317,-941.9802,-13.8776,-1278.0445,-18.8286,2159.086,31.8085,53.5924,3637.7267,7.9045,1017,868,11.2436,771.1518,615.2679,6.5824,1012,887,3.029,791.2183,744.6954,5.1937,5696.4286,5133.9286,20.252,5.9081,N/A,-6160.3757,1738,828.1189,261.008,26.0069,1095,643,7.8495,446.5609,381.558,N/A,0.8746,0.5561,154.666,2.2786,1.1799,303.5035,4.4713,2.5388
xXqijLA69HDuIxUFUzRN,9/18/2023,18:34:22,VB008,Countermovement Jump,,,675.331,0.2637,156.5835,-0.2035,9057.377,-8734.0659,1777,263.1302,1277.3525,189.1447,1777,263.1302,1479.5436,219.0842,1857,274.9763,0.267,45.7192,0.122,20.8904,0.195,33.3904,0.454,0.584,72.8886,157.6945,444.663,230.5831,2.1635,-0.6995,-1.0656,1.4953,2.2746,2.4055,-792.7424,-11.5155,-1064.2144,-15.459,1926.8745,27.9902,46.9358,3231.1129,7.7096,957,820,10.4949,705.7049,571.6475,5.1158,976,881,2.4162,757.6462,721.8974,11.4932,5049.1803,4008.1967,18.9894,4.7559,N/A,-9559.9663,2049,847.1648,303.4068,19.8633,1228,821,23.3487,522.4832,324.6816,N/A,0.7774,0.4515,155.279,2.2556,1.0588,289.384,4.2037,2.2907
WCq0JjoMb97OJcAuVq1R,10/9/2023,18:29:57,VB009,Countermovement Jump,,,761.498,0.2121,158.3505,-0.3262,5573.0337,-5380.9342,1755,230.4668,1293.7978,169.9017,1761,231.2547,1263.6278,165.9397,1755,230.4668,0.496,50.0505,0.178,17.9617,0.317,31.9879,0.435,0.991,94.2494,160.0386,631.2295,254.288,1.698,-0.823,-1.2264,1.3983,2.04,2.2363,-954.6822,-12.2987,-1176.7508,-15.1595,1576.6702,20.3115,34.2809,2661.0465,-4.0318,845,916,-7.5572,598.0112,695.7865,-4.1595,841,914,1.0141,638.2208,625.4069,10.2823,3073.0337,2500,-14.12,1.9783,N/A,-9207.0816,2363,936.3948,310.3094,31.6124,1555,808,0.4505,470.3067,466.0881,N/A,0.439,0.214,229.796,2.9603,1.2142,401.4335,5.1715,2.0617
FUBVPYkLQnLyGpEsCjpE,10/9/2023,18:29:51,VB009,Countermovement Jump,,,762.836,0.2027,155.0674,-0.2181,5960,-7582.6971,1654,216.8225,1277.76,167.5013,1654,216.8225,1409.5875,184.7825,1687,221.1485,0.397,50.4447,0.15,19.0597,0.24,30.4956,0.414,0.787,76.7866,156.0324,530.325,232.819,2.032,-0.6378,-0.9905,1.3057,1.9942,2.1504,-740.8126,-9.5268,-979.8076,-12.6002,1643.3142,21.1329,36.2719,2820.5393,-4.5949,789,865,-8.9563,581.66,696.1,-2.6675,821,866,-1.3257,695.45,714.1375,10.962,3306.6667,2653.3333,-16.5181,-2.6405,N/A,-6684.2184,2221,934.2271,291.1504,-1.9361,1089,1132,2.7309,479.8699,454.3572,N/A,0.526,0.2575,191.212,2.459,0.9875,339.113,4.361,2.0066
T7LdVhWic916RiLyOUg2,10/4/2023,18:32:00,VB009,Countermovement Jump,,,770.374,0.2079,158.6054,-0.2684,6483.6601,-6560.7142,1761,228.5903,1292.7712,167.8109,1762,228.7201,1361.6803,176.7557,1765,229.1095,0.404,48.9104,0.153,18.523,0.269,32.5666,0.424,0.826,79.4278,159.9274,564.453,239.3552,2.0135,-0.6997,-1.0188,1.3496,2.0197,2.1846,-805.4529,-10.2567,-1044.6422,-13.3026,1637.9014,20.8572,34.9179,2742.0867,-8.6266,805,957,-12.9721,562.5359,730.2353,-7.9887,812,953,-1.732,669.0483,692.632,2.8226,3333.3333,3150.3268,-23.0284,-3.4497,1000,-6114.3267,2278,936.861,295.7005,17.9104,1343,935,3.2245,483.535,453.326,6.2533,0.5133,0.2517,197.295,2.5124,1.0114,367.158,4.6754,2.0365
BFdYF8FPOCk4cvrZR56O,10/4/2023,18:31:52,VB009,Countermovement Jump,,,770.821,0.1999,155.617,-0.2619,4545.4545,-5998.6189,1571,203.8087,1197.483,155.3516,1570,203.6789,1319.2316,171.1463,1582,205.2357,0.372,44.6579,0.176,21.1285,0.285,34.2137,0.418,0.833,74.69,157.067,587.1055,231.757,2.1029,-0.6423,-0.9596,1.2849,1.9805,2.1632,-700.6447,-8.9169,-919.5788,-11.7032,1533.7616,19.5197,35.606,2797.7409,-0.8917,778,792,-1.6479,588.875,608.608,-0.7585,785,797,1.9312,672.3544,646.8772,7.75,2448.8636,2096.5909,-3.2774,3.7704,N/A,-5665.3838,2032,879.9685,263.615,-7.0866,944,1088,-6.4556,411.5805,468.3879,N/A,0.5018,0.24,210.3545,2.6771,0.9506,376.751,4.7948,1.9989
wUtGqAGwWeLSg552iQ1b,10/2/2023,18:28:46,VB009,Countermovement Jump,,,767.398,0.2156,160.8982,-0.2753,6032.4675,-6149.3889,1693,220.6156,1331.3831,173.4932,1695,220.8763,1341.6299,174.8284,1693,220.6156,0.427,49.536,0.154,17.8654,0.281,32.5986,0.439,0.862,86.3862,162.1922,582.3965,248.5784,1.8775,-0.7162,-1.1114,1.3741,2.0568,2.2465,-863.3732,-11.0369,-1167.3651,-14.923,1646.0934,21.0428,36.1269,2826.0644,-4.6608,808,887,-8.6918,607.8312,723.5519,-4.5481,808,885,1.8467,683.2028,658.427,8.5038,3272.7273,2759.7403,-16.0597,3.5925,N/A,-4789.7689,2324,833.9294,302.8416,38.8124,1613,711,20.8844,504.0453,329.884,N/A,0.5093,0.2501,204.5655,2.6151,1.1043,377.831,4.83,2.0734
yFpB4EmcO9rk3DOZC6Ls,10/2/2023,18:28:39,VB009,Countermovement Jump,,,766.268,0.224,163.7394,-0.2276,5637.5839,-7061.9281,1607,209.7177,1210.1611,157.9292,1605,209.4567,1436.449,187.4604,1704,222.3765,0.44,52.7578,0.149,17.8657,0.245,29.3765,0.431,0.834,65.7186,164.9833,532.6115,230.7019,2.5105,-0.5827,-0.8478,1.3389,2.0962,2.2438,-634.891,-8.1281,-845.9461,-10.8301,1729.6796,22.1439,38.7293,3025.1819,-3.5514,774,831,-13.0339,526.2148,683.9463,1.7606,867,837,2.0925,733.2531,703.1959,19.7619,3375.8389,2261.745,-23.1824,4.0602,1180,-5043.8414,1952,907.4347,254.7412,8.6066,1060,892,1.0309,458.3949,449.0398,2.0375,0.5168,0.2685,179.8925,2.303,0.8413,352.719,4.5156,2.1122
fojrWPdZ3TS6jmbuMqaq,9/18/2023,18:37:33,VB009,Countermovement Jump,,,759.275,0.2004,153.4575,-0.2204,5899.2806,-7163.4371,1579,207.9615,1230.1007,162.0099,1579,207.9615,1396.3195,183.9017,1728,227.5855,0.36,48.6486,0.139,18.7838,0.241,32.5676,0.413,0.74,65.0318,154.3027,507.859,219.3345,2.3727,-0.5537,-0.8417,1.3207,1.9827,2.159,-617.6692,-7.9804,-819.4598,-10.5876,1637.0397,21.1509,36.7914,2847.5815,-3.8632,759,820,-13.6527,531.0791,699.0216,0.3472,867,861,1.5866,709.2365,687.083,20,3539.5683,2359.7122,-24.1518,3.0918,N/A,-10666.9178,2935,949.5314,386.553,-3.0324,1423,1512,2.3026,485.6975,463.8339,N/A,0.5581,0.2708,170.571,2.2038,0.8402,337.288,4.3578,1.9936
LbIfUwhEuiVCow37JLyB,9/18/2023,18:37:28,VB009,Countermovement Jump,,,760.425,0.1833,146.9875,-0.2003,4319.5266,-7432.4887,1489,195.8116,1141.284,150.085,1489,195.8116,1356.6923,178.4124,1737,228.4249,0.35,45.6919,0.169,22.0627,0.247,32.2454,0.409,0.766,63.9982,148.0075,528.3425,212.0057,2.3127,-0.547,-0.8294,1.2847,1.8962,2.1111,-573.6886,-7.401,-762.1931,-9.8328,1543.9712,19.9183,36.0061,2791.0241,-9.8724,671,818,-13.2359,495.1124,646.1716,-1.6695,854,883,0.3226,680.5344,676.1579,5.2055,2272.1893,2047.3373,-23.4323,0.5893,N/A,-6930.6122,2210,983.2902,290.627,44.3439,1595,615,9.2179,536.9646,446.3256,N/A,0.5339,0.2393,192.51,2.4835,0.8256,335.8325,4.3325,1.9094
HpO3RA00ZYJd0WRNopVD,10/9/2023,18:27:16,VB010,Countermovement Jump,,,657.877,0.3366,172.3411,-0.2798,4258.2418,-5118.4821,1432,217.6699,1076.6484,163.655,1435,218.1259,1306.3759,198.5745,1548,235.3023,0.265,37.1669,0.182,25.5259,0.266,37.3072,0.518,0.713,75.8274,173.2017,543.758,249.0291,2.2842,-0.7649,-1.1341,1.4512,2.5699,2.6795,-740.1649,-11.037,-920.494,-13.726,1790.3016,26.6963,53.0411,3557.0389,3.1359,740,695,2.0046,549.1154,527.533,1.0336,782,766,2.0605,666.6466,639.7293,1.1613,2153.8462,2104.3956,3.9341,4.032,N/A,-17958.1122,3550,834.0813,539.6145,-0.6197,1764,1786,-2.8682,405.0792,429.0021,N/A,0.7265,0.4721,195.561,2.9161,1.1307,348.197,5.1922,2.5827
oXx39a1H84kahtlXZEOS,10/9/2023,18:27:11,VB010,Countermovement Jump,,,659.83,0.3339,172.1511,-0.2727,3618.2796,-4883.7261,1332,201.8702,1025.9247,155.4832,1337,202.6279,1301.4424,197.239,1612,244.3054,0.315,40.9091,0.186,24.1558,0.269,34.9351,0.514,0.77,67.7561,173.2422,541.221,240.9984,2.5568,-0.6903,-1.0142,1.3713,2.5595,2.6574,-641.4283,-9.5364,-815.9957,-12.1318,1726.8917,25.6745,54.5095,3666.3591,0.5236,672,665,3.508,530.957,494.9677,0.1241,807,805,-0.505,647.4349,654.0074,-6.0921,1698.9247,1919.3548,6.8109,-0.9938,N/A,-17086.6489,2968,801.7801,449.8128,-4.1105,1423,1545,-2.4473,391.0789,410.7012,N/A,0.6675,0.4336,190.4845,2.832,1.0074,350.7365,5.2146,2.5757
0lQVaj6zU4MhkJDqWSAa,10/4/2023,18:29:04,VB010,Countermovement Jump,,,659.293,0.3465,175.2376,-0.2999,4327.7778,-4795.3669,1438,218.1124,1106.6389,167.8524,1449,219.7809,1283.7153,194.7109,1524,231.1567,0.287,38.369,0.18,24.0642,0.281,37.5668,0.526,0.748,80.1298,176.1582,560.222,256.2879,2.1984,-0.7935,-1.1967,1.4491,2.6075,2.7083,-790.5386,-11.7629,-1009.02,-15.0138,1771.3975,26.3576,53.3614,3586.2178,5.314,763,686,4.8862,580.3556,526.2833,2.3622,780,744,3.9293,667.0783,616.637,9.371,2366.6667,1961.1111,9.3003,7.5524,1010,-5342.7469,2415,829.1683,366.3015,30.8489,1580,835,-1.2125,409.5574,419.6109,-2.3902,0.7032,0.4633,198.8025,2.9581,1.1923,361.4195,5.3778,2.6212
xjykqfO2czgfITAObTRK,10/4/2023,18:28:58,VB010,Countermovement Jump,,,661.58,0.3394,174.0406,-0.2661,4038.674,-5241.4548,1395,210.8589,1052.6575,159.1126,1392,210.4054,1359.096,205.4318,1611,243.508,0.291,40.3047,0.181,25.0693,0.25,34.626,0.525,0.722,70.4165,175.059,530.6165,245.4755,2.4861,-0.699,-1.0498,1.4499,2.5807,2.6837,-667.7347,-9.9013,-851.7139,-12.6293,1860.8599,27.5931,54.79,3695.0016,-0.431,693,699,6.2893,559.4309,493.2265,0.4345,809,802,-0.9754,672.92,686.176,-17.0999,1674.0331,2364.6409,11.9158,-1.928,N/A,-5572.1963,2895,795.2488,437.5888,1.0708,1463,1432,-5.8631,374.3114,420.9374,N/A,0.7271,0.4702,190.1625,2.8198,1.0441,340.454,5.0483,2.5958
7LFEpWWgxpry9T5YDNaI,10/2/2023,18:32:49,VB010,Countermovement Jump,,,666.379,0.3388,175.1456,-0.2957,3972.973,-4721.7485,1396,209.4904,1088.8486,163.3978,1415,212.3416,1288.7057,193.3893,1549,232.4503,0.324,40.9608,0.185,23.3881,0.282,35.6511,0.53,0.791,77.7874,176.1761,565.1625,253.9635,2.2648,-0.7586,-1.151,1.4077,2.5784,2.6772,-748.7265,-11.0223,-957.6381,-14.0977,1741.7165,25.6404,53.0071,3600.6923,5.0177,743,672,6.7589,581.2216,507.627,-0.1937,773,776,-0.5391,640.8794,647.8262,0.6803,2000,1972.973,12.6825,-1.0508,830,-8110.3042,2927,878.8639,439.2395,-0.2392,1460,1467,-9.7688,396.5048,482.359,-17.7908,0.67,0.4284,201.0675,2.96,1.1451,364.095,5.36,2.5936
AfH96hbLhour2JkqWYVF,10/2/2023,18:32:42,VB010,Countermovement Jump,,,666.395,0.3383,174.999,-0.2914,3828.877,-4746.276,1383,207.5346,1057.0214,158.6178,1388,208.2849,1296.9748,194.6255,1575,236.3463,0.308,39.8448,0.187,24.1915,0.278,35.9638,0.518,0.773,72.6871,175.9757,558.5365,248.6628,2.421,-0.7295,-1.075,1.3986,2.5762,2.6735,-696.0208,-10.2461,-894.2343,-13.164,1745.8741,25.701,53.6921,3647.3112,1.7291,706,682,1.7459,537.738,519.2834,1.7143,801,774,3.3273,670.0647,626.9101,4.4693,2000,1828.877,3.4214,6.4285,N/A,-11748.6878,3025,806.1938,453.935,7.7025,1629,1396,8.235,436.2919,369.9019,N/A,0.6701,0.4376,197.303,2.9045,1.07,361.2335,5.3177,2.5905
TmWhnHka5TqvzyStlQtk,9/18/2023,18:33:07,VB010,Countermovement Jump,,,650.52,0.3523,174.3466,-0.2607,4593.9394,-5404.6447,1409,216.596,1081.2242,166.2092,1409,216.596,1348.912,207.359,1606,246.8794,0.289,41.0511,0.165,23.4375,0.25,35.5114,0.532,0.704,70.6842,175.2855,515.9355,245.9697,2.4798,-0.7016,-1.0707,1.4672,2.6292,2.7313,-686.7603,-10.3565,-915.7192,-13.8093,1874.5708,28.269,56.6405,3755.9404,1.2065,713,696,1.472,548.5697,532.6545,0.2491,805,801,0.3867,677.064,671.848,-0.5277,2284.8485,2309.0909,2.9095,0.7691,N/A,-6027.7487,3362,895.8278,516.8173,12.671,1894,1468,-1.9343,439.25,456.5778,N/A,0.7557,0.5005,178.02,2.6846,1.0659,337.9155,5.0958,2.6433
zZANQFjkIhqEVZjjvhBB,9/18/2023,18:33:00,VB010,Countermovement Jump,,,652.23,0.3335,170.0712,-0.2585,4075.1445,-5253.7572,1358,208.2088,1054.6069,161.6925,1357,208.0554,1356.9463,208.0472,1639,251.2917,0.292,41.3013,0.173,24.4696,0.242,34.2291,0.523,0.707,69.2562,171.2018,511.1335,240.458,2.472,-0.6841,-1.0493,1.4195,2.558,2.6568,-657.7954,-9.8937,-876.2714,-13.1797,1828.0391,27.495,55.0437,3659.6512,-0.6632,674,683,1.4508,534.9538,519.6532,1.0372,828,811,0.3286,680.7025,676.2438,1.844,2075.1445,2000,2.8582,0.6492,N/A,-6706.4137,3386,795.9603,519.142,4.3709,1767,1619,-5.062,377.8343,418.126,N/A,0.7397,0.4717,182.092,2.7388,1.0417,329.0415,4.949,2.575
